口	mouth	Looks like a huge open mouth.		mouth like an opening or entrance of a cave, a river, a bottle, a hole, ...	mouth; open end; entrance, gate	mouth	Mouth	Mouth	Bouche	"Like several of the first characters we shall learn, the kanji for mouth is a clear pictograph. Since there are no circular shapes in the kanji, the square must be used to depict the circle.  -  * As a primitive, this form also means mouth. Any of the range of possible images that the word suggests - an opening or entrance to a cave, a river, a bottle, or even the largest hole in your head - can be used for the primitive meaning.  -  Looks like a huge open mouth.  -  Momma used to say: ""Keep your trap shut!"" This thing is shaped like a trap door."	Comme plusieurs des premiers caractères que nous allons apprendre, le kanji bouche est un pictogramme assez ressemblant : comme les kanjis n’autorisent pas les formes rondes, le carré est ici utilisé pour décrire le cercle qui symbolise la bouche. En composant, cette forme signifiera bouche au sens le plus général, suivant l'usage que la langue japonaise fait de ce caractère : on pourra y voir l'entrée d'un bâtiment, l'extrémité d'un tuyau, etc.	70_口_口	11	0011	11	11		CJK-Hanja CJK-RSH CJK-RTH CJK-RTK RADICAL_口
日	day	Open window because its a sunny day.		sun, day, tongue wagging in the mouth (from [曰 sayeth])	sun; day; daytime	day	Day	Day	Soleil	"This kanji is intended to be a pictograph of the sun. Recalling what we said in the previous frame about round forms, it is easy to detect the circle and the big smile that characterize our simplest drawings of the sun - like those yellow badges with the words, ""Have a nice day!""  -  * Used as a primitive, this kanji can mean sun or day or a tongue wagging in the mouth. This latter meaning, incidentally, derives from an old character outside the standard list meaning something like ""sayeth"" and written almost exactly the same, except that the stroke in the middle does not touch the right side (Frame 620).  -  Open the window, new day.  -  Picture two halves of a 24-hr period: Day & Night."	Voici maintenant un pictogramme du Soleil. Rappelons-nous ce qui vient d'être dit au sujet des formes rondes, et nous reconnaîtrons avec satisfaction l'un des dessins que nous rapportions de l'école maternelle : avec dans le ciel le gros soleil jaune barré d'un sourire resplendissant, représenté ici sous la forme d'un trait placé en travers. Ensuite, à soleil nous associons l'idée de jour.  Les sésames seront soleil ou jour, ou encore langue qui s'agite dans la bouche. Ce dernier sens est issu d'un ancien caractère, synonyme de « dire » en 638, dont le tracé est fort semblable à celui du présent kanji.	80_日_日	12	0012	12	12		CJK-Hanja CJK-RSH CJK-RTH CJK-RTK RADICAL_日
月	month	A month is longer than a day.		moon, flesh, part of the body	moon; month; Kangxi radical 74	month	Month	Month	Mois	"This character is actually a picture of the moon, with the two horizontal lines representing the left eye and mouth of the mythical ""man in the moon."" (Actually, the Japanese see a hare in the moon, but it is a little farfetched to find one in the kanji.) And one month, of course, is one cycle of the moon.  -  * As a primitive element, this character can take on the sense of moon, flesh, or part of the body. The reasons for the latter two meanings will be explained in a later chapter.  -  A month is longer than a day.  -  Am I the only one who sees this as someone sticking their ass in the air ""mooning"" someone (two cheeks of the butt and the legs coming off of it)? The Moon meaning connects well to the meaning of month, considering that months were traditionally measured by the phases of the moon. Also, the mooning ""ass"" part of it connects well to Hesig´s seemingly unconnected ""flesh"" or ""part of the body"" meaning (when used in primitive form)."	Ce caractère est un pictogramme de la Lune, les deux traits centraux représentant l’œil et la bouche du mythique « bonhomme qui habite dans la Lune » (en réalité, les Japonais y voient un lièvre, mais il semble peu aisé de le placer ici).  Et évidemment, un mois n’est jamais qu’un tour de Lune.  En composant, ce caractère pourra prendre le sens de Lune, chair ou partie du corps humain.	80_月_月	13	0013	13	13		CJK-Hanja CJK-RSH CJK-RTH CJK-RTK RADICAL_月
田	rice field	A rice field divided into four parts.		rice field, brains (gray matter nestled under our skulls)	field, arable land, cultivated	rice field	Rice Field	Rice Field	Rizière	Another pictograph, this kanji looks like a bird's-eye view of a rice field divided into four plots. Be careful when writing this character to get the order of the strokes correct. You will find that it follows perfectly the principle stated in frame 4.  -  * When used as a primitive element, the meaning of rice field is most common, but now and again it will take the meaning of brains from the fact that it looks a bit like that tangle of gray matter nestled under our skulls.  -  A rice field divided into four parts.  -  Ten people use their mouths to eat the yield of the rice fields.	Ce kanji ressemble à une vue d’avion d’une rizière divisée en quatre. Attention en l’écrivant à bien en retenir l’ordre des traits, dont vous constaterez qu’il respecte les règles édictées au cadre 4.   En composant, le sens de rizière sera élargi à champ, et parfois abandonné au profit de celui de cerveau, en vertu du fait qu'il représente un peu l'enchevêtrement complexe de matière grise tissé sous nos crânes.	42_田_田	14	0014	14	14		CJK-Hanja CJK-RSH CJK-RTH CJK-RTK RADICAL_田
目	eye	An eye with two eyelids and the eyeball in the middle.		eye, eyeball, can be turned on the side and take the sense of [⺫ net]	eye; look, see; division, topic; Kangxi radical 109	eye	Eye	Eye	Oeil	Here again, if we round out the corners of this kanji and curve the middle strokes upwards and downwards respectively, we get something resembling an eye.  -  * As a primitive, the kanji keeps its sense of eye, or more specifically, an eyeball. When placed in the surroundings of a complex kanji, the primitive will sometimes be turned on its side.  -  There are 3 sections. Imagine the outer two being the whites of your eye. The middle is the pupil. Fill it in with imaginary color.  -  目_目.	Une fois de plus, si nous arrondissons les angles et courbons les traits centraux, nous obtenons quelque chose ressemblant à un œil. Ce kanji est aussi un suffixe des ordinaux, comme « -ième » dans deuxième, troisième, etc.	60_目_目	15	0015	15	15		CJK-Hanja CJK-RSH CJK-RTH CJK-RTK RADICAL_目
古	old	Tombstone and cross on an old man's grave.		old (as graphic as possible)	old, classic, ancient	old	ancient	Ancient	Vieux	"The primitive elements that compose this character are ten and mouth, but you may find it easier to remember it as a pictograph of a tombstone with a cross on top. Just think back to one of those graveyards you have visited, or better still, used to play in as a child, with old inscriptions on the tombstones. This departure from the primitive elements in favor of a pictograph will take place now and again at these early stages, and almost never after that. So you need not worry about cluttering up your memory with too many character ""drawings.""  -  * Used as a primitive element, this kanji keeps its key-word sense of old, but care should be taken to make that abstract notion as graphic as possible.  -  Tombstone and cross on an old man´s grave.  -  You get OLD fast if you have ten open mouths to feed."	Le pictogramme d’une pierre tombale surmontée d’une croix. Alors, vous repenserez à l’un de ces cimetières que vous avez visités, ou mieux, dans lesquels vous avez joué dans votre enfance, avec de vieilles inscriptions sur les tombes.  * Utilisé comme composant, ce kanji gardera le sens de vieux, mais nous tenterons de rendre cette notion aussi concrète que possible.	60_口_古	16	0016	16	16		CJK-Hanja CJK-RSH CJK-RTH CJK-RTK RADICAL_口
吾	I	I consist of five senses to observe, one mouth to speak.			i, my, our; resist, impede	I	I  [literary]	I (literary)	Moi	"There are actually a number of kanji for the word I, but the others tend to be more specific than this one. The key word here should be taken in the general psychological sense of the ""perceiving subject."" Now the one place in our bodies that all five senses are concentrated in is the head, which has no less than five mouths: 2 nostrils, 2 ears, and 1 mouth. Hence, five mouths = I.  -    -  I have 5 senses.  -  I eat five times at day."	Nombreux sont les caractères représentant la première personne. On tentera de comprendre ce mot-clé dans le sens de « sujet doué de perception ». Et voilà : le seul endroit de sélectionner cinq notre corps où se trouvent les cinq sens est la tête, qui ne compte pas moins de cinq orifices : la bouche, les narines, les oreilles. Donc, cinq bouches = moi.	30_口_吾	17	0018	19	17		CJK-Hanja CJK-RSH CJK-RTH CJK-RTK
冒	risk	Don't look at the sun directly with your eyes, it's risky!			risk, brave, dare	risk	to risk	Risk (v.)	Risque	Remember when you were young and your mother told you never to look directly into the sun for fear you might burn out your eyes? Probably you were foolish enough to risk a quick glance once or twice; but just as probably, you passed that bit of folk wisdom on to someone else as you grew older. Here, too, the kanji that has a sun above and an eye right below looking up at it has the meaning of risk (see frame 12).  -    -  Don´t look at the sun directly with your eyes, it´s risky!  -  You´ll risk your eyesight if you look up at the sun.	Ne pas regarder directement le soleil, au risque de vous brûler les yeux. Ici, comme rappelant une fois de plus cet adage, le kanji qui montre le soleil au-dessus de l’œil possède le sens de risque.	30_冂_冒	18	0175	184	18		CJK-Hanja CJK-RSH CJK-RTH CJK-RTK RADICAL_冂
朋	companion	flesh of my flesh => companion			friend, pal, acquaintance	companion	Companion	Companion	Compagnon	"The first companion that God made, as the Bible story goes, was Eve. Upon seeing her, Adam exclaimed, ""Flesh of my flesh!"" And that is precisely what this character says in so many strokes.  -    -  My companion and I are like two moons side by side.  -  Under the twin moons of Tatooine, Luke had no COMPANION."	Le premier compagnon que Dieu donna à Adam, nous dit la Bible, fut sa compagne Ève. Et la voyant, Adam de s'exclamer : « La Chair de ma Chair ! ». Voilà précisément ce que raconte ce caractère, en tant de traits (revoyez 13 au besoin).	30_月_朋	19	0019	20	19		CJK-Hanja CJK-RSH CJK-RTH CJK-RTK
明	bright	The sun makes the moon bright.			bright, light, brilliant; clear	bright	bright	Bright	Clair	Among nature's bright lights, there are two that the biblical myth has God set in the sky: the sun to rule over the day and the moon to rule the night. Each of them has come to represent one of the common connotations of this key word: the sun, the bright insight of the clear thinker, and the moon, the bright intuition of the poet and the seer (see frame 13).  -    -  The sun makes the moon bright.  -  The sun and the moon are brightest objects in the day and night, respectively.	Parmi les diverses clartés naturelles, il en est deux qui existent dans le ciel depuis des temps immémoriaux. Le Soleil pour régner le jour, apportant sa lumière claire, et la lune pour régner la nuit, apportant sa claire inspiration au poète.	62_日_明	20	0020	21	20		CJK-Hanja CJK-RSH CJK-RTH CJK-RTK RADICAL_日
唱	chant	This is someone using their mouth to make two people chant with their wagging tongue.			sing, chant, call; ditty, song	chant	sing	Sing	Chœur	This one is easy! You have one mouth making no noise (the choirmaster) and two mouths with wagging tongues (the minimum for a chorus). So think of the key word, chant, as monastery singing and the kanji is yours forever (see frame 11).  -    -  Someone chanting with their mouth open for two consecutive days.  -  Chants from our mouths are meant to reach the sun and the stars. Stars are just suns just further away so they seem smaller.	Voici un caractère facile : il y a une bouche silencieuse : le chef de chœur, et deux bouches avec les langues qui s'agitent à l'intérieur : deux choristes, le nombre minimum pour former un chœur. Alors pensez à ce kanji comme à un chœur monastique, et il sera vôtre pour des siècles et des siècles.	50_口_唱	21	0021	25	21		CJK-Hanja CJK-RSH CJK-RTH CJK-RTK RADICAL_口
晶	sparkle	A diamond sparkles as brightly as three suns.			crystal; clear, bright; radiant	sparkle	sparkling	Sparkling	Etinceler	"What else can the word sparkle suggest if not a diamond? And if you've ever held a diamond up to the light, you will have noticed how every facet of it becomes like a miniature sun. This kanji is a picture of a tiny sun in three places (that is, ""everywhere""), to give the sense of something that sparkles on all sides. Just like a diamond. In writing the primitive elements three times, note again how the rule for writing given in frame 4 holds true not only for the strokes in each individual element but also for the disposition of the elements in the character as a whole.  -    -  A diamond sparkles as brightly as three suns.  -  Sparkle is a forest (#197) of suns!"	Qu'est-ce qui, mieux que le diamant, pourrait suggérer l'idée d'étinceler ? Et si vous portez un diamant à la lumière du Soleil, vous constaterez que chacune de ses facettes devient un minuscule Soleil. Ce kanji est l'image d'un Soleil représenté en trois endroits, c'est à dire « partout », et nous fournit ainsi l'image de quelque chose étincelant de toutes parts, comme le fait le diamant. Le caractère présenté ici possède aussi le sens de cristal, et sachant cela, vous comprendrez qu'il vous sera pratique, au moment de former l'image qui vous permettra de retenir le caractère, d'imaginer à la fois les rayons de soleil étincelant de toutes parts et le cristal qui les fait naître.	12_日_晶	22	0022	23	22		CJK-Hanja CJK-RSH CJK-RTH CJK-RTK RADICAL_日
品	goods	Three hungry mouths waiting for the goods to come.			article, product, commodity	goods	Goods	Goods	Marchandise	"As in the character for sparkle, the triplication of a single element in this character indicates ""everywhere"" or ""heaps of."" When we think of goods in modern industrial society, we think of what has been mass-produced - that is to say, produced for the ""masses"" of open mouths waiting like fledglings in a nest to ""consume"" whatever comes their way.  -    -  Three boxes of goods are devoured by the hungry mouths of waiting consumers.  -  Three hungry mouths waiting for the goods to come."	De même que dans le caractère précédent, le triplement d'un élément signifie « partout » ou « en masse ». Quand on pense à marchandises, on imagine des denrées produites en masse, c'est à dire pour les masses de bouches ouvertes, attendant telles de voraces oisillons dans leur nid, prêtes à consommer les marchandises passant à leur portée.	52_口_品	23	0023	22	23		CJK-Hanja CJK-RSH CJK-RTH CJK-RTK RADICAL_口
呂	spine	The spine goes from one opening (mouth/face) to another opening (in your ass).		grand bâtiment, gammes musicales	surname; a musical note	spine	Spine		Epine dorsale	This character is rather like a picture of two of the vertebrae in the spine linked by a single stroke.  -    -  Spine connects head and body.  -  The spine goes from one opening mouth/opening (mouth/face) to another mouth/opening (genitals). Just think of these openings being enlarged to represent the head and the body. The bottom is bigger because the body is bigger than the face.	Il se compose de deux rectangles presque identiques, reliés par un trait liant intimement le bas de l'un avec le haut de l'autre. Voyons dans cette disposition la clé d'un processus itératif donnant naissance à une sorte de série mathématique. On perçoit alors beaucoup mieux comment naît l'idée d'épine dorsale ou celle de grand bâtiment, mais aussi des notions liées aux gammes musicales et aux hauteurs tonales, qui sont une application des séries mathématiques. Par une sorte d'effet de perspective, le rectangle supérieur est un peu plus petit.	12_口_呂	24	0800		24		CJK-Hanja CJK-RTH CJK-RTK RADICAL_口
昌	prosperous	If you work from Sun UP to Sun DOWN you will be prosperous.			light of sun; good, proper	prosperous	prosperous	Prosperous	Prospère	"What we mentioned in the previous two frames about 3 of something meaning ""everywhere"" or ""heaps of"" was not meant to be taken lightly. In this kanji we see two suns, one atop the other, which, if we are not careful, is easily confused in memory with the three suns of sparkle. Focus on the number this way: since we speak of prosperous times as sunny, what could be more prosperous than a sky with two suns in it? Just be sure to actually SEE them there.  -    -  If you work from Sun UP to Sun DOWN you will be prosperous.  -  I kept getting this mixed up with meanings like ´fortune´, so here is a fool proof story! Remember the Vulcan salute from ´Star Trek´ (a fiction of the sci-fi genre in which heavenly bodies such as SUNS play a huge role) used with the phrase ´live long and PROSPER´? If that´s not enough of a visual reminder, the Vulcan salute shows the fingers parted in to 2 sets of 2, and visually kind of looks like this kanji if you think about it."	Voici en effet deux Soleils placés l'un sur l'autre, que nous pourrions aisément confondre, en notre mémoire encore peu habituée, avec les trois Soleils présents dans étinceler.  Pensez donc au mot-clé de la façon suivante : puisqu'on parle des temps prospères comme des « jours ensoleillés », que peut-il bien y avoir de plus prospère qu'un ciel avec un Soleil ? un ciel avec deux Soleils, pardi !	32_日_昌	25	0024	24	25		CJK-Hanja CJK-RSH CJK-RTH CJK-RTK
早	early	An early sun-flower looks like a miniature sun perched on a needlelike stems.			early; soon; morning	early	early	Early	Tôt	This kanji is actually a picture of the first flower of the day, which we shall, in defiance of botanical science, call the sunflower, since it begins with the element for sun and is held upon a stem with leaves (the pictographic representation of the final two strokes). This time, however, we shall ignore the pictograph and imagine sunflowers with needles for stems, which can be plucked and used to darn your socks. The sense of early is easily remembered if one thinks of the sunflower as the early riser in the garden, because the sun, showing favoritism towards its namesake, shines on it before all the others (see frame 10).  -  * As a primitive element, this kanji takes the meaning of sunflower, which was used to make the abstract key word early more graphic.  -  The sun up is early, well before ten.  -  An early sun-flower looks like a miniature sun perched on a needlelike stems.	Ce caractère est l'image du premier rayon de soleil qui passe le matin à travers les volets, dardant ses rayons dans nos yeux, comme une aiguille qui viendrait nous piquer. Il est vraiment encore trop tôt pour se lever, du moins est-ce la réflexion que nous nous faisons pour retenir ce kanji.  --  * Nous pourrons parfois employer comme sésame un lève-tôt, celui qui est debout avant tout le monde et réveille la maisonnée.	42_日_早	26	0025	26	26		CJK-Hanja CJK-RSH CJK-RTH CJK-RTK RADICAL_日
旭	rising sun	A baseball player hits the sun and it becomes the rising sun.			rising sun; brilliance; radiant	rising sun	Rising Sun	Rising Sun	Soleil levant	This character is a sort of nickname for the Japanese flag with its well-known emblem of the rising sun. If you can picture two seams running down that great red sun, and then imagine it sitting on a baseball bat for a flagpole, you have a slightly irreverent - but not altogether inaccurate - picture of how the sport has caught on in the Land of the Rising Sun.  -    -  9am carries with it the rising sun.  -  Nine planets revolve around our rising sun.	On surnomme le Japon le pays du Soleil-Levant, suivant une ancienne coutume chinoise, découlant de la position géographique des deux pays. En l'observant, regardez le soleil juché sur l'élément neuf. Relisez 9 au besoin, et voyez cet élément neuf propulser chaque matin dans les airs un nouveau soleil levant.  --	12_日_旭	27	0026	27	27		CJK-Hanja CJK-RSH CJK-RTH CJK-RTK
世	generation	3 decades is a generation.			generation; world; era	generation	Generation	Generation	Génération, société, monde	"We generally consider one generation as a period of thirty (or ten plus ten plus ten) years. If you look at this kanji in its completed form - not in its stroke order - you will see three tens. When writing it, think of the lower horizontal lines as ""addition"" lines written under numbers to add them up. Thus: ten ""plus"" ten ""plus"" ten = thirty. Actually, it's a lot easier doing it with a pencil than reading it in a book.  -    -  3 tens = generation.  -  They SAY a generation is ten+ten+ten years, with the big first ten providing a grounding, and the next ten providing a little more grounding for the final ten. But I wish the next generation didn´t always SAY ""yo!"". (ON reading is SEI, KUN reading is yo)."	Une génération correspond à une trentaine d'années. Regardez ce kanji sous sa forme finale plutôt que selon l'ordre d'écriture et vous verrez trois dix. En l'écrivant, pensez alors aux traits horizontaux comme à des barres d'addition : 10 + 10 + 10 = 30. Et voilà : c'est encore plus facile à faire crayon en main qu'à lire dans un livre.  --  Si l'on considère sa propre génération, les précédentes et les suivantes, on parvient concept de société ou monde, second sens du présent caractère. Comme nous l'avons dit en 22, voilà donc un exemple d'une « relation presque évidente ».	72_一_世	28	0027	28	28		CJK-Hanja CJK-RSH CJK-RTH CJK-RTK RADICAL_一
胃	stomach	The stomach is the part of the body that tells my brain when to eat rice.			stomach; gizzard of fowl; 17th lunar mansion, determinative star 35 Arietis	stomach	Stomach	Stomach	Estomac	"You will need to refer back to frames 13 and 14 here for the special meaning of the two primitive elements that make up this character: flesh (part of the body) and brain. What the kanji says, if you look at it, is that the part of the body that keeps the brain in working order is the stomach. To keep the elements in proper order, when you write this kanji think of the brain as being ""held up"" by the flesh.  -    -  The rice field is harvested once a month to get food for our stomach.  -  The stomach is the part of the body that digests food (which, in Japan, is mainly rice)."	Peut-être aurez-vous besoin de revoir les kanjis 13 et 14, où figurent les sens des sésames que nous allons utiliser : cerveau et chair, partie du corps. Ce caractère explique simplement que la partie du corps qui conserve le cerveau en état de fonctionnement, et donc le soutient, c'est l'estomac: être aurez-vous besoin de retenir cette relation pour vous rappeler l'ordre d'écriture des éléments.  --	32_肉_胃	29	0028	29	29		CJK-Hanja CJK-RSH CJK-RTH CJK-RTK RADICAL_肉
旦	nightbreak	A nightbreak happens when the sun rises over the horizon			dawn; morning; day	nightbreak	daybreak	Daybreak	Point du jour	"While we normally refer to the start of the day as ""daybreak,"" Japanese commonly refers to it as the ""opening up of night"" into day. Hence the choice of this rather odd key word, nightbreak. The single stroke at the bottom represents the floor (have a peek again at frame 1) or the horizon over which the sun is poking its head  -    -  A nightbreak happens when the sun rises over the horizon (floor).  -  It may be easier to think of the keyword ""DAYBREAK"" or ""MORNING"" for this kanji (other kanji dictionaries do). Then the mnemonic phrase ""SUN rising over the HORIZON"" works better. It is an infrequent kanji, but can be found in: 旦夕　（たんせき） morning and evening, or 元旦　（がんたん） New Year´s Day."	En japonais, le point du jour se traduit par l' « ouverture de la nuit ». Comme le français ne connaît pas d'expression semblable, nous parlons de point du jour pour définir ce kanji. Le trait du bas représente le plancher 一 revoyez 1 一 de l'horizon, au-dessus duquel le soleil pointe, et cela se reproduit immanquablement chaque matin, au point du jour.  --  Les constatations concernant les contradictions culturelles ne sont pas nouvelles : en 1585, Luís Fróis, père jésuite portugais ayant vécu plus de trente ans au Japon, rédige en français un « Traité sur les contradictions de mœurs entre Européens & Japonais ». Édité pour la première fois en Europe en 1993 aux éditions Michel Chandeigne, son ouvrage rend compte des moindres détails de la vie japonaise d'alors, et demeure exact de nombreux égards. Nous y ferons parfois référence, lorsque telle ou telle de ses observations nous semblera aider à la mémorisation. Peut-être même serons-nous parfois surpris par l'évolution de notre propre société. En Europe, les gens discutent et se divertissent sur les places et dans les rues ; au Japon, seulement dans les maisons, et dans les rues ils ne font qu'aller leur chemin. (Traité de Luís Fróis)	32_日_旦	30	0029	30	30		CJK-Hanja CJK-RSH CJK-RTH CJK-RTK RADICAL_日
