郡	60_邑_郡	군	고을 군:			邑	07	10	60	:		
醫	60_酉_醫	의	의원 의			酉	11	18	60			
野	60_里_野	야	들[坪] 야:			里	04	11	60	:		
銀	60_金_銀	은	은 은			金	06	14	60			
開	60_門_開	개	열 개			門	04	12	60			
陽	60_阜_陽	양	볕 양			阜	09	12	60			
頭	60_頁_頭	두	머리 두			頁	07	16	60			
黃	60_黃_黃	황	누를 황			黃	00	12	60			
仕	52_人_仕	사	섬길 사(:)			人	03	05	52	(:)		
仙	52_人_仙	선	신선 선			人	03	05	52			
以	52_人_以	이	써 이:			人	03	05	52	:		
任	52_人_任	임	맡길 임(:)			人	04	06	52	(:)		
偉	52_人_偉	위	클 위			人	09	11	52			
傳	52_人_傳	전	전할 전			人	11	13	52			
價	52_人_價	가	값 가			人	13	15	52			
元	52_儿_元	원	으뜸 원			儿	02	04	52			
充	52_儿_充	충	채울 충			儿	04	06	52			
兒	52_儿_兒	아	아이 아			儿	06	08	52			
兵	52_八_兵	병	병사 병			八	05	07	52			
具	52_八_具	구	갖출 구(:)			八	06	08	52	(:)		
典	52_八_典	전	법 전:			八	06	08	52	:		
凶	52_凵_凶	흉	흉할 흉			凵	02	04	52			
切	52_刀_切	절	끊을 절 | 온통 체			刀	02	04	52			
到	52_刀_到	도	이를 도:			刀	06	08	52	:		
勞	52_力_勞	로	일할 로			力	10	12	52			
化	52_匕_化	화	될 화(:)			匕	02	04	52	(:)		
卒	52_十_卒	졸	마칠 졸			十	06	08	52			
參	52_厶_參	참	참여할 참			厶	09	11	52			
友	52_又_友	우	벗 우:			又	02	04	52	:		
史	52_口_史	사	사기(史記) 사:			口	02	05	52	:		
告	52_口_告	고	고할 고:			口	04	07	52	:		
品	52_口_品	품	물건 품:			口	06	09	52	:		
商	52_口_商	상	장사 상			口	08	11	52			
團	52_囗_團	단	둥글 단			囗	11	14	52			
基	52_土_基	기	터 기			土	08	11	52			
士	52_士_士	사	선비 사:			士	00	03	52	:		
奉	52_大_奉	봉	받들 봉:			大	05	08	52	:		
宅	52_宀_宅	택	집 택			宀	03	06	52			
客	52_宀_客	객	손 객			宀	06	09	52			
害	52_宀_害	해	해할 해:			宀	07	10	52	:		
宿	52_宀_宿	숙	잘 숙 | 별자리 수:			宀	08	11	52	(:)		
實	52_宀_實	실	열매 실			宀	11	14	52			
局	52_尸_局	국	판[形局] 국			尸	04	07	52			
展	52_尸_展	전	펼 전:			尸	07	10	52	:		
州	52_巛_州	주	고을 주			巛	03	06	52			
己	52_己_己	기	몸 기			己	00	03	52			
店	52_广_店	점	가게 점:			广	05	08	52	:		
廣	52_广_廣	광	넓을 광:			广	12	15	52	:		
德	52_彳_德	덕	큰 덕			彳	12	15	52			
必	52_心_必	필	반드시 필			心	01	05	52			
念	52_心_念	념	생각 념:			心	04	08	52	:		
性	52_心_性	성	성품 성:			心	05	08	52	:		
情	52_心_情	정	뜻 정			心	08	11	52			
惡	52_心_惡	악	악할 악 | 미워할 오			心	08	12	52			
效	52_攴_效	효	본받을 효:			攴	06	10	52	:		
敬	52_攴_敬	경	공경 경:			攴	09	13	52	:		
旅	52_方_旅	려	나그네 려			方	06	10	52			
朗	52_月_朗	랑	밝을 랑:			月	07	11	52	:		
望	52_月_望	망	바랄 망:			月	07	11	52	:		
材	52_木_材	재	재목 재			木	03	07	52			
束	52_木_束	속	묶을 속			木	03	07	52			
格	52_木_格	격	격식 격			木	06	10	52			
歲	52_止_歲	세	해 세:			止	09	13	52	:		
歷	52_止_歷	력	지날 력			止	12	16	52			
決	52_水_決	결	결단할 결			水	04	07	52			
法	52_水_法	법	법 법			水	05	08	52			
洗	52_水_洗	세	씻을 세:			水	06	09	52	:		
流	52_水_流	류	흐를 류			水	07	10	52			
獨	52_犬_獨	독	홀로 독			犬	13	16	52			
産	52_生_産	산	낳을 산:			生	06	11	52	:		
當	52_田_當	당	마땅 당			田	08	13	52			
的	52_白_的	적	과녁 적			白	03	08	52			
相	52_目_相	상	서로 상			目	04	09	52			
着	52_目_着	착	붙을 착			目	07	12	52			
知	52_矢_知	지	알 지			矢	03	08	52			
福	52_示_福	복	복 복			示	09	14	52			
種	52_禾_種	종	씨 종(:)			禾	09	14	52	(:)		
筆	52_竹_筆	필	붓 필			竹	06	12	52			
節	52_竹_節	절	마디 절			竹	09	15	52			
約	52_糸_約	약	맺을 약			糸	03	09	52			
結	52_糸_結	결	맺을 결			糸	06	12	52			
練	52_糸_練	련	익힐 련:			糸	09	15	52	:		
能	52_肉_能	능	능할 능			肉	06	10	52			
臣	52_臣_臣	신	신하 신			臣	00	06	52			
舊	52_臼_舊	구	예 구:			臼	12	18	52	:		
良	52_艮_良	량	어질 량			艮	01	07	52			
要	52_襾_要	요	요긴할 요(:)			襾	03	09	52	(:)		
見	52_見_見	견	볼 견: | 뵈올 현:			見	00	07	52	:		
觀	52_見_觀	관	볼 관			見	18	25	52			
說	52_言_說	설	말씀 설 | 달랠 세:			言	07	14	52	(:)		
課	52_言_課	과	공부할/과정 과(:)			言	08	15	52	(:)		
調	52_言_調	조	고를 조			言	08	15	52			
識	52_言_識	식	알 식			言	12	19	52			
變	52_言_變	변	변할 변:			言	16	23	52	:		
財	52_貝_財	재	재물 재			貝	03	10	52			
責	52_貝_責	책	꾸짖을 책			貝	04	11	52			
質	52_貝_質	질	바탕 질			貝	08	15	52			
週	52_辵_週	주	주일 주			辵	08	12	52			
過	52_辵_過	과	지날 과:			辵	09	13	52	:		
關	52_門_關	관	관계할 관			門	11	19	52			
陸	52_阜_陸	륙	뭍 륙			阜	08	11	52			
雨	52_雨_雨	우	비 우:			雨	00	08	52	:		
雲	52_雨_雲	운	구름 운			雨	04	12	52			
順	52_頁_順	순	순할 순:			頁	03	12	52	:		
類	52_頁_類	류	무리 류(:)			頁	10	19	52	(:)		
養	52_食_養	양	기를 양:			食	06	15	52	:		
首	52_首_首	수	머리 수			首	00	09	52			
鮮	52_魚_鮮	선	고울 선			魚	06	17	52			
亡	50_亠_亡	망	망할 망			亠	01	03	50			
他	50_人_他	타	다를 타			人	03	05	50			
令	50_人_令	령	하여금 령(:)			人	03	05	50	(:)		
件	50_人_件	건	물건 건			人	04	06	50			
位	50_人_位	위	자리 위			人	05	07	50			
倍	50_人_倍	배	곱 배(:)			人	08	10	50	(:)		
停	50_人_停	정	머무를 정			人	09	11	50			
健	50_人_健	건	굳셀 건:			人	09	11	50	:		
億	50_人_億	억	억[數字] 억			人	13	15	50			
再	50_冂_再	재	두 재:			冂	04	06	50	:		
冷	50_冫_冷	랭	찰 랭:			冫	05	07	50	:		
初	50_刀_初	초	처음 초			刀	05	07	50			
則	50_刀_則	칙	법칙 칙			刀	07	09	50			
加	50_力_加	가	더할 가			力	03	05	50			
卓	50_十_卓	탁	높을 탁			十	06	08	50			
原	50_厂_原	원	언덕 원			厂	08	10	50			
去	50_厶_去	거	갈 거:			厶	03	05	50	:		
可	50_口_可	가	옳을 가:			口	02	05	50	:		
吉	50_口_吉	길	길할 길			口	03	06	50			
唱	50_口_唱	창	부를 창:			口	08	11	50	:		
善	50_口_善	선	착할 선:			口	09	12	50	:		
因	50_囗_因	인	인할 인			囗	03	06	50			
固	50_囗_固	고	굳을 고(:)			囗	05	08	50	(:)		
壇	50_土_壇	단	단 단			土	13	16	50			
完	50_宀_完	완	완전할 완			宀	04	07	50			
寒	50_宀_寒	한	찰 한			宀	09	12	50			
寫	50_宀_寫	사	베낄 사			宀	12	15	50			
屋	50_尸_屋	옥	집 옥			尸	06	09	50			
島	50_山_島	도	섬 도			山	07	10	50			
序	50_广_序	서	차례 서:			广	04	07	50	:		
建	50_廴_建	건	세울 건:			廴	06	09	50	:		
思	50_心_思	사	생각 사(:)			心	05	09	50	(:)		
患	50_心_患	환	근심 환:			心	07	11	50	:		
打	50_手_打	타	칠 타:			手	02	05	50	:		
技	50_手_技	기	재주 기			手	04	07	50			
操	50_手_操	조	잡을 조(:)			手	13	16	50	(:)		
擧	50_手_擧	거	들 거:			手	14	18	50	:		
改	50_攴_改	개	고칠 개(:)			攴	03	07	50	(:)		
救	50_攴_救	구	구원할 구:			攴	07	11	50	:		
敗	50_攴_敗	패	패할 패:			攴	07	11	50	:		
料	50_斗_料	료	헤아릴 료(:)			斗	06	10	50	(:)		
景	50_日_景	경	볕 경(:)			日	08	12	50	(:)		
曜	50_日_曜	요	빛날요:			日	14	18	50	:		
最	50_曰_最	최	가장 최:			曰	08	12	50	:		
曲	50_曰_曲	곡	굽을 곡			曰	02	06	50			
期	50_月_期	기	기약할 기			月	08	12	50			
末	50_木_末	말	끝 말			木	01	05	50			
板	50_木_板	판	널 판			木	04	08	50			
査	50_木_査	사	조사할 사			木	05	09	50			
案	50_木_案	안	책상 안:			木	06	10	50	:		
橋	50_木_橋	교	다리 교			木	12	16	50			
止	50_止_止	지	그칠 지			止	00	04	50			
比	50_比_比	비	견줄 비:			比	00	04	50	:		
氷	50_水_氷	빙	얼음 빙			水	01	05	50			
汽	50_水_汽	기	물끓는김 기			水	04	07	50			
河	50_水_河	하	물 하			水	05	08	50			
浴	50_水_浴	욕	목욕할 욕			水	07	10	50			
湖	50_水_湖	호	호수 호			水	09	12	50			
漁	50_水_漁	어	고기잡을 어			水	11	14	50			
災	50_火_災	재	재앙 재			火	03	07	50			
炭	50_火_炭	탄	숯 탄:			火	05	09	50	:		
無	50_火_無	무	없을 무			火	08	12	50			
熱	50_火_熱	열	더울 열			火	11	15	50			
爭	50_爪_爭	쟁	다툴 쟁			爪	04	08	50			
牛	50_牛_牛	우	소 우			牛	00	04	50			
示	50_示_示	시	보일 시:			示	00	05	50	:		
祝	50_示_祝	축	빌 축			示	05	10	50			
競	50_立_競	경	다툴 경:			立	15	20	50	:		
終	50_糸_終	종	마칠 종			糸	05	11	50			
給	50_糸_給	급	줄 급			糸	06	12	50			
罪	50_网_罪	죄	허물 죄:			网	08	13	50	:		
考	50_老_考	고	생각할 고(:)			老	02	06	50	(:)		
耳	50_耳_耳	이	귀 이:			耳	00	06	50	:		
致	50_至_致	치	이를 치:			至	04	10	50	:		
船	50_舟_船	선	배 선			舟	05	11	50			
落	50_艸_落	락	떨어질 락			艸	09	13	50			
葉	50_艸_葉	엽	잎 엽			艸	09	13	50			
規	50_見_規	규	법 규			見	04	11	50			
許	50_言_許	허	허락할 허			言	04	11	50			
談	50_言_談	담	말씀 담			言	08	15	50			
貯	50_貝_貯	저	쌓을 저:			貝	05	12	50	:		
貴	50_貝_貴	귀	귀할 귀:			貝	05	12	50	:		
買	50_貝_買	매	살 매:			貝	05	12	50	:		
費	50_貝_費	비	쓸 비:			貝	05	12	50	:		
賞	50_貝_賞	상	상줄 상			貝	08	15	50			
賣	50_貝_賣	매	팔 매(:)			貝	08	15	50	(:)		
赤	50_赤_赤	적	붉을 적			赤	00	07	50			
輕	50_車_輕	경	가벼울 경			車	07	14	50			
選	50_辵_選	선	가릴 선:			辵	12	16	50	:		
都	50_邑_都	도	도읍 도			邑	09	12	50			
量	50_里_量	량	헤아릴 량			里	05	12	50			
鐵	50_金_鐵	철	쇠 철			金	13	21	50			
院	50_阜_院	원	집 원			阜	07	10	50			
雄	50_隹_雄	웅	수컷 웅			隹	04	12	50			
領	50_頁_領	령	거느릴 령			頁	05	14	50			
願	50_頁_願	원	원할 원:			頁	10	19	50	:		
馬	50_馬_馬	마	말 마:			馬	00	10	50	:		
魚	50_魚_魚	어	고기/물고기 어			魚	00	11	50			
黑	50_黑_黑	흑	검을 흑			黑	00	12	50			
鼻	50_鼻_鼻	비	코 비:			鼻	00	14	50	:		
伐	42_人_伐	벌	칠[討] 벌			人	04	06	42			
低	42_人_低	저	낮을 저:			人	05	07	42	:		
佛	42_人_佛	불	부처 불			人	05	07	42			
侵	42_人_侵	침	침노할 침			人	07	09	42			
